DE_comparison,DE_comparison description,gene_symbol,gene_type,rank,p-value,cover_genes,chr,median_copy_number_cloneA,median_copy_number_cloneB,median_copy_number_cloneC,description,covered_events,mut,total_events,node_degree,no.of.cases,connected.drivers,case,ens_gene_id,metastasis-associated studies,metastasis-associated summary
Cmet_Apri,clone C metastasis vs. clone A primary,CACNA2D1,cis,10,0.039,PPP2R2C,7,2.0,,3.0,calcium voltage-gated channel auxiliary subunit alpha2delta 1,2,1,102,4,1,10,cloneC,ENSG00000153956,Calcium channel subunit; reported as a cancer stem cell marker with invasion-promoting roles in some hepatocellular and lung cancer studies; no specific study retrieved this pass.,3. No metastasis-focused studies identified to date
Cmet_Apri,clone C metastasis vs. clone A primary,GDNF,cis,11,0.039,"FGFR1,RET",5,3.0,,4.0,glial cell derived neurotrophic factor,2,1,102,5,1,11,cloneC,ENSG00000168621,Glial cell line-derived neurotrophic factor; well-documented driver of perineural invasion and local spread in pancreatic and other cancers (established literature; not re-searched this pass).,2. Well-established in the broader cancer literature
Cmet_Apri,clone C metastasis vs. clone A primary,GPR37,cis,12,0.039,HSPA1B,7,2.0,,3.0,G protein-coupled receptor 37,2,1,102,2,1,12,cloneC,ENSG00000170775,Orphan GPCR; limited cancer/metastasis-specific characterisation identified in this search.,3. No metastasis-focused studies identified to date
Cmet_Apri,clone C metastasis vs. clone A primary,LMOD2,cis,13,0.039,MYH7,7,2.0,,3.0,leiomodin 2,2,1,102,3,1,13,cloneC,ENSG00000170807,"Leiomodin-2, actin-related cytoskeletal protein (cardiac/smooth muscle); no direct metastasis-specific literature identified in this search.",3. No metastasis-focused studies identified to date
Cmet_Apri,clone C metastasis vs. clone A primary,HOXA11,cis,14,0.143,,7,2.0,,3.0,homeobox A11,1,1,102,1,1,14,cloneC,ENSG00000005073,"HOXA11 promotes lymphatic metastasis primarily via TGFβ1 transcriptional activation, enhancing EMT and migration in gastric cancer, and drives peritoneal mesothelial fibrosis/metastasis via PDGF-BB/TGFβ1 signalling (J Transl Med 2025; Oncogene 2023).",1. Directly supported by metastasis-associated literature
Cmet_Bpri,clone C metastasis vs. clone B primary,MCM10,cis,1,0.0,"BRCA1,MCM2,RAD54L,KIF4A,ORC6,WDR76,CLSPN,POLA1,TIMELESS,LMNB1,CDK2,RPA1,KIF2C,CDCA5,NCAPG2,MKI67,RECQL4,ATRIP,MCM7,EXO1,PRC1,KIFC1",10,,3.0,4.0,minichromosome maintenance 10 replication initiation factor,23,1,262,24,1,1,cloneC,ENSG00000065328,DNA replication licensing factor; broadly linked to genomic instability and proliferation in cancer; no direct metastasis-mechanism study retrieved this pass.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,NUP155,cis,2,0.0,"HDAC4,CPSF1,TNPO1,SNRPD3,POLDIP3,RANGAP1,NEK9,AGO2,NUP210,RAN,MDM2,INCENP,MCM3AP,U2AF1L4,KPNA5,HSPA1B,NUP62,RBM8A,POM121C",5,,3.0,4.0,nucleoporin 155,20,1,262,28,1,2,cloneC,ENSG00000113569,"Nucleoporin, nuclear pore complex component; no direct metastasis-specific literature identified in this search.",3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,RBM17,cis,3,0.001,"DHX8,SRRT,ACIN1,CACTIN,SMU1,SNRPN,DHX9,MFAP1,POLR2D,POLR2H,PLRG1,POLR2A,SF3A3,DDX42",10,,3.0,4.0,RNA binding motif protein 17,15,1,262,24,1,3,cloneC,ENSG00000134453,RNA-binding splicing factor (SPF45); some reports link to chemoresistance in ovarian cancer; no direct metastasis-mechanism study retrieved this pass.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,PIP4K2A,cis,4,0.001,"SCIN,VCL,MTMR1,MTMR3,PLCB4,PIP5K1B,MAP2K6,PIK3R3,PLCE1,PIK3R1,PLCD3,PI4KA",10,,3.0,4.0,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,13,1,262,15,1,4,cloneC,ENSG00000150867,"Phosphatidylinositol kinase implicated in metabolic support of tumour cells (e.g., p53-null tumours); reported to support cancer cell survival; no specific metastasis mechanism study retrieved this pass.",3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,CEP72,cis,5,0.002,"CLASP1,PPP2R1A,ALMS1,CEP89,NPHP4,PCNT,DCTN2,CKAP5,KIF24,DCTN1,HAUS7",5,,3.0,4.0,centrosomal protein 72,12,1,262,18,1,5,cloneC,ENSG00000112877,Centrosomal protein; implicated in mitotic fidelity; no direct metastasis-specific literature identified in this search.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,VIM,cis,6,0.005,"TNNC2,MYH3,TNNC1,TNNT2,TNNT3,TNNI2,GFAP,TNNI1,TCAP,MYH6,ACTN3",10,,3.0,4.0,vimentin,11,1,262,15,1,6,cloneC,ENSG00000026025,Vimentin (VIM) is the canonical mesenchymal marker upregulated during EMT and is used broadly as a hallmark of invasive/metastatic potential across virtually all carcinomas (established literature; not re-searched this pass; co-cited in TWIST1 metastasis studies above).,2. Well-established in the broader cancer literature
Cmet_Bpri,clone C metastasis vs. clone B primary,IL2RA,cis,7,0.015,"GAB2,STAT5A,IKZF3,SYK,INPP5D,IL17D,STAT5B,PTPN11",10,,3.0,4.0,interleukin 2 receptor subunit alpha,8,1,262,15,1,7,cloneC,ENSG00000134460,"IL-2 receptor alpha (CD25); primarily characterised in immune/Treg regulation within the tumour microenvironment, with indirect links to immune evasion supporting metastatic spread; no direct tumour-cell-intrinsic metastasis study retrieved this pass.",3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,BRD9,cis,8,0.021,"SMARCA2,E2F1,KDM3B,PHF10,ZBTB7B,INO80E",5,,3.0,4.0,bromodomain containing 9,7,1,262,9,1,8,cloneC,ENSG00000028310,BAF complex component; implicated in synovial sarcoma dependency and some solid tumour progression; no direct metastasis-mechanism study retrieved this pass.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,EXOC3,cis,9,0.021,"CDH1,MYH9,EXOC4,EXOC6B,ARF6,CTNND1",5,,3.0,4.0,exocyst complex component 3,7,1,262,8,1,9,cloneC,ENSG00000180104,Exocyst complex component; implicated in directional cell migration/invasion in some cancer studies; no specific study retrieved this pass.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,PARD3,cis,10,0.034,"ARHGEF18,NECTIN1,NECTIN4,TIAM1,F11R",10,,3.0,4.0,par-3 family cell polarity regulator,6,1,262,12,1,10,cloneC,ENSG00000148498,Cell polarity gene; reported to have context-dependent tumour-suppressive/promoting roles affecting invasion in several epithelial cancers; no specific study retrieved this pass.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,UPF2,cis,11,0.034,"UPF1,SMG9,EIF4G1,SMG5,DCP1A",10,,3.0,4.0,UPF2 regulator of nonsense mediated mRNA decay,6,1,262,36,1,11,cloneC,ENSG00000151461,Nonsense-mediated mRNA decay (NMD) factor; broadly implicated in tumour suppression/proteostasis; no direct metastasis-mechanism study retrieved this pass.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,TRIO,cis,12,0.052,"NTN1,GNA11,ABLIM1,PTPRF",5,,3.0,4.0,trio Rho guanine nucleotide exchange factor,5,1,262,7,1,12,cloneC,ENSG00000038382,Trio Rho guanine nucleotide exchange factor (GEF); well-documented driver of Rac1/RhoA-mediated cancer cell invasion and metastasis across several cancers (established literature; not re-searched this pass).,2. Well-established in the broader cancer literature
Cmet_Bpri,clone C metastasis vs. clone B primary,SDHA,cis,13,0.052,"MDH1,NDUFS2,NDUFV1,SDHD",5,,3.0,4.0,succinate dehydrogenase complex flavoprotein subunit A,5,1,262,6,1,13,cloneC,ENSG00000073578,Succinate dehydrogenase subunit A; loss-of-function classically linked to metastatic paraganglioma/pheochromocytoma via pseudohypoxic signalling (established literature; not re-searched this pass).,2. Well-established in the broader cancer literature
Cmet_Bpri,clone C metastasis vs. clone B primary,DCLRE1C,cis,14,0.052,"MRE11,NSD2,MDC1,POLL",10,,3.0,4.0,DNA cross-link repair 1C,5,1,262,6,1,14,cloneC,ENSG00000152457,"DNA repair factor (Artemis, V(D)J recombination); no direct metastasis-specific literature identified in this search.",3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,CUL2,cis,15,0.092,"PSME4,PSMC5,FEM1A",10,,3.0,4.0,cullin 2,4,1,262,10,1,15,cloneC,ENSG00000108094,"Cullin-2 scaffold protein (E3 ubiquitin ligase complex, incl. VHL complex); broadly implicated in HIF pathway regulation relevant to metastasis; no specific study retrieved this pass.",3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,HMGCS1,cis,16,0.092,"LDLR,RXRA,SREBF2",5,,3.0,4.0,3-hydroxy-3-methylglutaryl-CoA synthase 1,4,1,262,4,1,16,cloneC,ENSG00000112972,"HMG-CoA synthase 1, cholesterol synthesis pathway; reported to support tumour growth/metastasis via mevalonate pathway in some cancers; no specific study retrieved this pass.",3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,TERT,cis,17,0.092,"ESR1,MTOR,ANKRD28",5,,3.0,4.0,telomerase reverse transcriptase,4,1,262,7,1,17,cloneC,ENSG00000164362,Telomerase reverse transcriptase; well-established driver of cellular immortalisation and genomic instability that supports tumour progression broadly; TERT promoter mutations linked to aggressive/metastatic phenotypes across cancers (established literature; not re-searched this pass).,2. Well-established in the broader cancer literature
Cmet_Bpri,clone C metastasis vs. clone B primary,APBB1IP,cis,18,0.157,"PACSIN2,TLN2,ITGB3",10,,3.0,4.0,amyloid beta precursor protein binding family B member 1 interacting protein,3,1,262,7,1,18,cloneC,ENSG00000077420,Rap1-GTP-interacting adaptor protein (RIAM); implicated in leukocyte adhesion/integrin activation; some reports link to cancer cell migration; no specific study retrieved this pass.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,GTPBP4,cis,19,0.157,"NOP16,GNL3L",10,,3.0,4.0,GTP binding protein 4,3,1,262,10,1,19,cloneC,ENSG00000107937,GTP-binding protein involved in ribosome biogenesis; reported overexpressed in some cancers supporting proliferation; no direct metastasis-mechanism study retrieved this pass.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,GHR,cis,20,0.157,"PRLR,SOCS2",5,,3.0,4.0,growth hormone receptor,3,1,262,9,1,20,cloneC,ENSG00000112964,Growth hormone receptor; GH/GHR axis broadly implicated in cancer progression across multiple tumour types (established literature); no specific study retrieved this pass.,2. Well-established in the broader cancer literature
Cmet_Bpri,clone C metastasis vs. clone B primary,DROSHA,cis,21,0.157,"DDX17,DGCR8",5,,3.0,4.0,drosha ribonuclease III,3,1,262,3,1,21,cloneC,ENSG00000113360,Core microRNA biogenesis enzyme; broadly implicated in cancer progression through global miRNA dysregulation affecting invasion/metastasis pathways (established literature; not re-searched this pass).,2. Well-established in the broader cancer literature
Cmet_Bpri,clone C metastasis vs. clone B primary,MED10,cis,22,0.157,"MED1,MED22",5,,3.0,4.0,mediator complex subunit 10,3,1,262,8,1,22,cloneC,ENSG00000133398,Mediator complex subunit (transcriptional co-activator); no direct metastasis-specific literature identified in this search.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,AKR1C2,cis,23,0.157,"UGT2A1,AKR1C1",10,,3.0,4.0,aldo-keto reductase family 1 member C2,3,1,262,4,1,23,cloneC,ENSG00000151632,Aldo-keto reductase family member; implicated in steroid metabolism and chemoresistance in some cancers; no direct metastasis-mechanism study retrieved this pass.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,ICE1,cis,24,0.157,"INTS6,INTS11",5,,3.0,4.0,interactor of little elongation complex ELL subunit 1,3,1,262,9,1,24,cloneC,ENSG00000164151,Component of the EJC-associated Ice1-Ice2 complex (RNA metabolism); no direct metastasis-specific literature identified in this search.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,PTGER4,cis,25,0.157,"GNB4,CREB3L4,CREB3L1",5,,3.0,4.0,prostaglandin E receptor 4,3,1,262,7,1,25,cloneC,ENSG00000171522,"Prostaglandin E2 receptor 4 (EP4); well-documented driver of tumour immune evasion, invasion and metastasis across colorectal and other cancers via PGE2 signalling (established literature; not re-searched this pass).",2. Well-established in the broader cancer literature
Cmet_Bpri,clone C metastasis vs. clone B primary,NSUN2,cis,26,0.278,WDR4,5,,3.0,4.0,NOP2/Sun RNA methyltransferase 2,2,1,262,2,1,26,cloneC,ENSG00000037474,RNA methyltransferase (m5C); reported to promote proliferation/invasion in several cancers via mRNA stability regulation; no specific study retrieved this pass.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,ARHGAP21,cis,27,0.278,SRGAP1,10,,3.0,4.0,Rho GTPase activating protein 21,2,1,262,4,1,27,cloneC,ENSG00000107863,Rho GTPase-activating protein; implicated in regulating Rac1/Cdc42-driven migration in some cancer studies; no specific study retrieved this pass.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,LARP4B,cis,28,0.278,LARP1,10,,3.0,4.0,La ribonucleoprotein 4B,2,1,262,4,1,28,cloneC,ENSG00000107929,La-related RNA-binding protein; reported as a tumour suppressor candidate in some meningioma/glioma studies; no direct metastasis-mechanism study retrieved this pass.,3. No metastasis-focused studies identified to date
Cmet_Bpri,clone C metastasis vs. clone B primary,MYO10,cis,29,0.278,ARPC4,5,,3.0,4.0,myosin X,2,1,262,4,1,29,cloneC,ENSG00000145555,Myosin X drives filopodia formation and has documented roles in promoting cancer cell invasion and metastatic dissemination in breast and other cancers (established literature; not re-searched this pass).,2. Well-established in the broader cancer literature
Cmet_Bpri,clone C metastasis vs. clone B primary,RAI14,cis,30,0.521,,5,,3.0,4.0,retinoic acid induced 14,1,1,262,1,1,30,cloneC,ENSG00000039560,"Retinoic acid induced 14, cytoskeletal-associated protein; reported to promote invasion/EMT in hepatocellular and gastric cancer in some studies; no specific study retrieved this pass.",3. No metastasis-focused studies identified to date
